Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Spur Gear,missing,20,Case41,regular,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,9,0,214,2012-01-25 15:55:00,955,1,2,15,95,280,4,32
Spur Gear,missing,20,Case41,regular,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,10,0,254,2012-01-26 00:04:00,4,1,3,0,489,769,5,33
Spur Gear,missing,20,Case41,regular,other,ID0998,D,Machine 11 - Grinding,20,0,30,2012-01-27 10:30:00,630,1,4,10,2066,2835,6,33
Spur Gear,missing,20,Case41,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,20,0,75,2012-01-29 08:35:00,515,1,6,8,2765,5600,7,32
Spur Gear,missing,20,Case41,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,20,0,20,2012-02-06 10:41:00,641,2,0,10,11646,17246,8,33
Spur Gear,missing,20,Case41,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,20,0,30,2012-02-07 13:00:00,780,2,1,13,1579,18825,9,35
Spur Gear,missing,20,Case41,regular,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,187,2012-02-08 10:07:00,607,2,2,10,1267,20092,10,34
Spur Gear,missing,20,Case41,regular,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,20,0,190,2012-02-08 13:17:00,797,2,2,13,190,20282,11,34
Spur Gear,missing,20,Case41,regular,Packing,ID4820,D,Packing,20,0,60,2012-02-13 01:00:00,60,2,0,1,6463,26745,12,35
Spur Gear,missing,20,Case41,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,20,0,263,2012-02-13 14:18:00,858,2,0,14,798,27543,13,33
Spur Gear,missing,100,Case42,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,184,2012-03-11 23:29:00,1409,3,6,23,0,0,1,18
Spur Gear,missing,100,Case42,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,20,0,451,2012-03-12 07:00:00,420,3,0,7,451,451,2,18
Spur Gear,missing,100,Case42,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,43,2012-03-12 07:57:00,477,3,0,7,57,508,3,18
Spur Gear,missing,100,Case42,deviant,Turning & Milling - Machine 6,ID4167,D,Machine 6 - Turning & Milling,25,0,464,2012-03-12 16:01:00,961,3,0,16,484,992,4,18
Spur Gear,missing,100,Case42,deviant,Turning & Milling - Machine 6,ID4219,D,Machine 6 - Turning & Milling,4,0,79,2012-03-12 19:23:00,1163,3,0,19,202,1194,5,18
Spur Gear,missing,100,Case42,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,30,0,586,2012-03-13 07:01:00,421,3,1,7,698,1892,6,19
Ballnut,missing,26,Case43,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,69,2012-02-16 00:29:00,29,2,3,0,0,0,1,30
Ballnut,missing,26,Case43,regular,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,1,0,275,2012-02-16 13:46:00,826,2,3,13,797,797,2,30
Ballnut,missing,26,Case43,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,35,2012-02-16 13:55:00,835,2,3,13,9,806,3,30
Ballnut,missing,26,Case43,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,7,0,96,2012-02-16 15:57:00,957,2,3,15,122,928,4,30
Ballnut,missing,26,Case43,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,18,0,276,2012-02-16 21:03:00,1263,2,3,21,306,1234,5,30
Ballnut,missing,26,Case43,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,26,0,11,2012-02-17 08:22:00,502,2,4,8,679,1913,6,27
Ballnut,missing,26,Case43,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,26,0,15,2012-02-19 14:43:00,883,2,6,14,3261,5174,7,28
Ballnut,missing,26,Case43,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,26,0,36,2012-02-20 10:24:00,624,2,0,10,1181,6355,8,28
Ballnut,missing,26,Case43,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,26,0,60,2012-02-20 12:11:00,731,2,0,12,107,6462,9,28
Ballnut,missing,26,Case43,regular,Packing,ID4820,D,Packing,0,0,60,2012-02-21 01:00:00,60,2,1,1,0,7231,10,26
Ballnut,missing,26,Case43,regular,Packing,ID4820,D,Packing,26,0,60,2012-02-21 01:00:00,60,2,1,1,769,7231,11,26
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,S,Machine 10 - Grinding,0,0,83,2012-02-19 17:52:00,1072,2,6,17,0,0,1,29
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,S,Machine 10 - Grinding,1,0,428,2012-02-20 03:15:00,195,2,0,3,563,563,2,28
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,12,0,215,2012-02-20 06:50:00,410,2,0,6,215,778,3,28
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,6,0,269,2012-02-20 11:36:00,696,2,0,11,286,1064,4,28
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,15,0,268,2012-02-20 18:00:00,1080,2,0,18,384,1448,5,28
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,15,0,595,2012-02-21 06:34:00,394,2,1,6,754,2202,6,25
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4932,D,Machine 10 - Grinding,21,0,666,2012-02-21 17:52:00,1072,2,1,17,678,2880,7,26
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,12,0,542,2012-02-22 06:34:00,394,2,2,6,762,3642,8,26
Cast,missing,198,Case44,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,9,2012-02-22 07:26:00,446,2,2,7,52,3694,9,26
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4932,D,Machine 10 - Grinding,18,0,543,2012-02-22 15:57:00,957,2,2,15,511,4205,10,28
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,16,0,620,2012-02-23 06:41:00,401,2,3,6,884,5089,11,25
Cast,missing,198,Case44,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,91,2012-02-26 15:31:00,931,2,6,15,4850,9939,12,22
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,S,Machine 10 - Grinding,0,0,151,2012-02-26 15:57:00,957,2,6,15,26,9965,13,22
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID3846,S,Machine 10 - Grinding,1,0,82,2012-02-26 17:21:00,1041,2,6,17,84,10049,14,23
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID3846,D,Machine 10 - Grinding,13,0,385,2012-02-26 23:47:00,1427,2,6,23,386,10435,15,23
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4932,D,Machine 10 - Grinding,15,0,421,2012-02-27 06:49:00,409,2,0,6,422,10857,16,23
Cast,missing,198,Case44,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,105,0,90,2012-02-27 10:30:00,630,2,0,10,221,11078,17,23
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,18,0,537,2012-02-27 16:00:00,960,2,0,16,330,11408,18,23
Cast,missing,198,Case44,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,2012-02-28 01:15:00,75,2,1,1,555,11963,19,23
Cast,missing,198,Case44,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,105,0,75,2012-02-28 15:23:00,923,2,1,15,848,12811,20,22
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4287,D,Machine 10 - Grinding,2,0,516,2012-02-28 15:46:00,946,2,1,15,23,12834,21,22
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,11,0,189,2012-02-28 17:40:00,1060,2,1,17,114,12948,22,22
Cast,missing,198,Case44,deviant,Packing,ID4820,D,Packing,104,0,60,2012-02-29 01:00:00,60,2,2,1,440,13388,23,18
Cast,missing,198,Case44,deviant,Lapping - Machine 1,ID0420,D,Machine 1 - Lapping,105,0,246,2012-02-29 05:16:00,316,2,2,5,256,13644,24,17
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4932,D,Machine 10 - Grinding,21,0,657,2012-02-29 06:53:00,413,2,2,6,97,13741,25,18
Cast,missing,198,Case44,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,75,2012-02-29 12:45:00,765,2,2,12,352,14093,26,19
Cast,missing,198,Case44,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,75,2012-02-29 12:46:00,766,2,2,12,1,14094,27,19
Cast,missing,198,Case44,deviant,Final Inspection Q.C.,ID4287,D,Quality Check 1,104,0,84,2012-02-29 12:50:00,770,2,2,12,4,14098,28,19
Cast,missing,198,Case44,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,1,0,86,2012-02-29 15:28:00,928,2,2,15,158,14256,29,17
Spur Gear,missing,15,Case45,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,343,2012-03-20 20:05:00,1205,3,1,20,0,0,1,20
Spur Gear,missing,15,Case45,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,1,0,192,2012-03-20 23:19:00,1399,3,1,23,194,194,2,20
Spur Gear,missing,15,Case45,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,13,0,242,2012-03-21 03:23:00,203,3,2,3,244,438,3,20
Spur Gear,missing,15,Case45,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,174,2012-03-21 10:03:00,603,3,2,10,400,838,4,19
Spur Gear,missing,15,Case45,deviant,other,ID0997,D,Machine 8 - Turning & Milling,0,0,96,2012-03-26 15:57:00,957,3,0,15,7554,8392,5,13
Ballnut,missing,10,Case46,regular,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0,0,75,2012-01-29 01:15:00,75,1,6,1,0,0,1,33
Ballnut,missing,10,Case46,regular,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,0,0,387,2012-01-31 15:57:00,957,1,1,15,3762,3762,2,31
Ballnut,missing,10,Case46,regular,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0,0,185,2012-01-31 20:06:00,1206,1,1,20,249,4011,3,32
Ballnut,missing,10,Case46,regular,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,156,2012-01-31 22:40:00,1360,1,1,22,154,4165,4,32
Ballnut,missing,10,Case46,regular,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,9,0,280,2012-02-01 03:21:00,201,2,2,3,281,4446,5,32
Ballnut,missing,10,Case46,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,10,0,115,2012-02-01 11:11:00,671,2,2,11,470,4916,6,33
Ballnut,missing,10,Case46,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,10,0,0,2012-02-01 14:50:00,890,2,2,14,219,5135,7,32
Ballnut,missing,10,Case46,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,53,2012-02-01 15:56:00,956,2,2,15,66,5201,8,32
Ballnut,missing,10,Case46,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,10,0,75,2012-02-01 16:05:00,965,2,2,16,9,5210,9,33
Ballnut,missing,10,Case46,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,10,0,12,2012-02-02 07:01:00,421,2,3,7,896,6106,10,33
Ballnut,missing,10,Case46,regular,Packing,ID4820,D,Packing,10,0,60,2012-02-03 01:00:00,60,2,4,1,1079,7185,11,34
Ballnut,missing,10,Case47,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,335,2012-03-05 13:29:00,809,3,0,13,0,0,1,18
Ballnut,missing,10,Case47,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,72,2012-03-05 14:42:00,882,3,0,14,73,73,2,18
Ballnut,missing,10,Case47,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,20,2012-03-05 14:50:00,890,3,0,14,8,81,3,18
Ballnut,missing,10,Case47,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,9,0,122,2012-03-05 16:44:00,1004,3,0,16,114,195,4,19
Ballnut,missing,10,Case47,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,59,2012-03-05 23:59:00,1439,3,0,23,435,630,5,20
Ballnut,missing,10,Case47,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,0,0,61,2012-03-06 01:00:00,60,3,1,1,61,691,6,20
Ballnut,missing,10,Case47,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,10,0,18,2012-03-07 07:12:00,432,3,2,7,1812,2503,7,21
Ballnut,missing,10,Case47,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,10,0,3,2012-03-15 14:03:00,843,3,3,14,11931,14434,8,21
Ballnut,missing,10,Case47,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,10,0,46,2012-03-16 12:26:00,746,3,4,12,1343,15777,9,21
Ballnut,missing,10,Case47,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,1,0,75,2012-03-16 13:41:00,821,3,4,13,75,15852,10,21
Ballnut,missing,10,Case47,regular,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,9,0,120,2012-03-21 05:00:00,300,3,2,5,6679,22531,11,20
Ballnut,missing,10,Case47,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,10,0,370,2012-03-21 16:26:00,986,3,2,16,686,23217,12,18
Ballnut,missing,10,Case47,regular,Packing,ID4820,D,Packing,10,0,60,2012-03-22 01:00:00,60,3,3,1,514,23731,13,17
Cable Head,missing,30,Case48,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0,0,461,2012-01-31 16:08:00,968,1,1,16,0,0,1,33
Cable Head,missing,30,Case48,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,2,0,247,2012-01-31 23:55:00,1435,1,1,23,467,467,2,32
Cable Head,missing,30,Case48,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,23,0,407,2012-02-01 06:43:00,403,2,2,6,408,875,3,32
Cable Head,missing,30,Case48,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,100,2012-02-01 08:40:00,520,2,2,8,117,992,4,33
Cable Head,missing,30,Case48,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,5,0,148,2012-02-01 11:28:00,688,2,2,11,168,1160,5,32
Ballnut,missing,7,Case49,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,521,2012-03-01 16:00:00,960,3,3,16,0,0,1,17
Ballnut,missing,7,Case49,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0,0,65,2012-03-01 16:10:00,970,3,3,16,10,10,2,17
Ballnut,missing,7,Case49,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,6,0,183,2012-03-02 11:35:00,695,3,4,11,1165,1175,3,16
Bearing,missing,15,Case5,regular,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,297,2012-03-30 11:14:00,674,3,4,11,0,0,1,5
Bearing,missing,15,Case5,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,8,0,29,2012-03-30 11:43:00,703,3,4,11,29,29,2,4
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0,0,1,2012-03-02 11:36:00,696,3,4,11,0,0,1,17
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0,0,53,2012-03-02 12:29:00,749,3,4,12,53,53,2,17
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,S,Machine 6 - Turning & Milling,0,0,348,2012-03-05 02:08:00,128,3,0,2,3699,3752,3,18
Ballnut,missing,9,Case50,regular,Turning & Milling - Machine 6,ID0997,D,Machine 6 - Turning & Milling,9,0,146,2012-03-05 04:35:00,275,3,0,4,147,3899,4,18
Ballnut,missing,9,Case50,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,9,0,168,2012-03-05 11:09:00,669,3,0,11,394,4293,5,17
Ballnut,missing,9,Case50,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,9,0,0,2012-03-16 09:24:00,564,3,4,9,15735,20028,6,22
Ballnut,missing,9,Case50,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,9,0,75,2012-03-16 10:39:00,639,3,4,10,75,20103,7,22
Ballnut,missing,9,Case50,regular,Packing,ID4820,D,Packing,7,0,60,2012-03-19 01:00:00,60,3,0,1,3741,23844,8,22
Ballnut,missing,9,Case50,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,7,0,142,2012-03-19 09:56:00,596,3,0,9,536,24380,9,21
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,13,0,87,2012-02-09 06:36:00,396,2,3,6,0,0,1,36
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,130,2012-02-21 15:38:00,938,2,1,15,17822,17822,2,25
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,92,2012-02-21 17:11:00,1031,2,1,17,93,17915,3,26
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,47,2012-02-21 17:58:00,1078,2,1,17,47,17962,4,26
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,147,2012-02-22 09:19:00,559,2,2,9,921,18883,5,26
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,22,2012-02-22 09:42:00,582,2,2,9,23,18906,6,26
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,43,0,500,2012-02-22 18:02:00,1082,2,2,18,500,19406,7,28
Ballnut,missing,75,Case52,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,18,0,234,2012-02-23 10:43:00,643,2,3,10,1001,20407,8,25
Ballnut,missing,75,Case52,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,75,0,75,2012-02-24 11:46:00,706,2,4,11,1503,21910,9,25
Ballnut,missing,75,Case52,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,75,0,95,2012-02-24 12:08:00,728,2,4,12,22,21932,10,25
Ballnut,missing,75,Case52,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,0,0,1,2012-02-26 06:52:00,412,2,6,6,2564,24496,11,25
Ballnut,missing,75,Case52,regular,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,75,0,40,2012-02-26 11:21:00,681,2,6,11,269,24765,12,24
Ballnut,missing,75,Case52,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,128,2012-02-26 18:01:00,1081,2,6,18,400,25165,13,23
Ballnut,missing,75,Case52,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,75,0,1,2012-02-27 14:15:00,855,2,0,14,1214,26379,14,21
Ballnut,missing,75,Case52,regular,Packing,ID4820,D,Packing,42,0,60,2012-02-28 01:00:00,60,2,1,1,645,27024,15,23
Ballnut,missing,75,Case52,regular,Packing,ID4820,D,Packing,33,0,60,2012-02-29 01:00:00,60,2,2,1,1440,28464,16,18
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,126,2012-03-14 15:56:00,956,3,2,15,0,0,1,21
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,68,2012-03-14 17:32:00,1052,3,2,17,96,96,2,21
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,79,2012-03-14 18:52:00,1132,3,2,18,80,176,3,21
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,120,2012-03-14 20:53:00,1253,3,2,20,121,297,4,21
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,9,0,105,2012-03-14 22:39:00,1359,3,2,22,106,403,5,21
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,227,2012-03-15 02:26:00,146,3,3,2,227,630,6,21
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,60,2012-03-15 08:00:00,480,3,3,8,0,964,7,22
other,missing,10,Case53,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,60,2012-03-15 08:00:00,480,3,3,8,334,964,8,22
other,missing,10,Case53,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,9,0,210,2012-03-15 11:30:00,690,3,3,11,210,1174,9,21
Ballnut,missing,24,Case54,deviant,Turning & Milling - Machine 4,ID4429,S,Machine 4 - Turning & Milling,0,0,406,2012-03-18 16:10:00,970,3,6,16,0,0,1,22
Ballnut,missing,24,Case54,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0,0,218,2012-03-18 23:46:00,1426,3,6,23,456,456,2,22
Ballnut,missing,24,Case54,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,45,2012-03-19 08:17:00,497,3,0,8,511,967,3,22
Ballnut,missing,24,Case54,deviant,Turning & Milling Q.C.,ID4287,S,Quality Check 1,0,0,59,2012-03-19 13:38:00,818,3,0,13,321,1288,4,20
Ballnut,missing,24,Case54,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,11,0,387,2012-03-19 16:04:00,964,3,0,16,146,1434,5,20
Ballnut,missing,24,Case54,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,13,0,414,2012-03-19 22:59:00,1379,3,0,22,415,1849,6,19
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,S,Machine 10 - Grinding,1,0,201,2012-02-09 17:48:00,1068,2,3,17,0,0,1,37
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,S,Machine 10 - Grinding,0,0,69,2012-02-09 21:22:00,1282,2,3,21,214,214,2,36
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,11,0,562,2012-02-10 06:44:00,404,2,4,6,562,776,3,35
Bearing,missing,70,Case55,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,31,2012-02-10 07:30:00,450,2,4,7,46,822,4,35
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID3846,D,Machine 10 - Grinding,10,0,341,2012-02-10 12:53:00,773,2,4,12,323,1145,5,35
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,15,0,512,2012-02-12 06:37:00,397,2,6,6,2504,3649,6,35
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4641,D,Machine 10 - Grinding,1,0,29,2012-02-12 07:27:00,447,2,6,7,50,3699,7,35
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID3846,D,Machine 10 - Grinding,13,0,415,2012-02-12 15:59:00,959,2,6,15,512,4211,8,34
Bearing,missing,70,Case55,deviant,Turn & Mill. & Screw Assem - Machine 10,ID4132,D,Machine 10 - Grinding,9,0,398,2012-02-12 22:44:00,1364,2,6,22,405,4616,9,35
Bearing,missing,70,Case55,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,60,0,90,2012-02-19 10:30:00,630,2,6,10,9346,13962,10,27
Bearing,missing,70,Case55,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,60,0,49,2012-02-20 10:38:00,638,2,0,10,1448,15410,11,28
Bearing,missing,70,Case55,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,0,0,75,2012-02-21 01:15:00,75,2,1,1,877,16287,12,26
Bearing,missing,70,Case55,deviant,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,60,0,190,2012-02-21 12:13:00,733,2,1,12,658,16945,13,25
Bearing,missing,70,Case55,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,2012-02-22 01:15:00,75,2,2,1,782,17727,14,26
Bearing,missing,70,Case55,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,60,0,90,2012-02-22 10:37:00,637,2,2,10,562,18289,15,26
Bearing,missing,70,Case55,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,60,0,60,2012-02-23 11:21:00,681,2,3,11,1484,19773,16,24
Bearing,missing,70,Case55,deviant,Packing,ID4820,D,Packing,60,0,60,2012-02-24 01:00:00,60,2,4,1,819,20592,17,25
Spur Gear,missing,24,Case56,regular,Turning - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,89,2012-03-06 09:09:00,549,3,1,9,0,0,1,20
Spur Gear,missing,24,Case56,regular,Packing,ID4820,D,Packing,24,0,60,2012-03-08 01:00:00,60,3,3,1,2391,2391,2,20
Spur Gear,missing,24,Case56,regular,Turning - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,242,2012-03-08 02:08:00,128,3,3,2,68,2459,3,20
Spur Gear,missing,24,Case56,regular,Turning - Machine 8,ID0997,D,Machine 8 - Turning & Milling,24,0,130,2012-03-08 04:18:00,258,3,3,4,130,2589,4,20
Spur Gear,missing,24,Case56,regular,Turning Q.C.,ID4618,D,Quality Check 1,24,0,34,2012-03-08 07:46:00,466,3,3,7,208,2797,5,20
Spur Gear,missing,24,Case56,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,24,0,73,2012-03-08 11:25:00,685,3,3,11,219,3016,6,20
Spur Gear,missing,24,Case56,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,24,0,18,2012-03-08 11:44:00,704,3,3,11,19,3035,7,20
